name,bigtype,material,description,url
초밥,일식,"회, 쌀","1. 밥을 삶고, 쌀을 약간 식힌 다음, 식초, 설탕, 소금, 미림을 사용하여 초밥용 밥을 만듭니다.
2. 생선과 해산물을 신선하게 손질하고, 얇게 채썰거나 조각 내어 초밥용으로 준비합니다.
3. 야채도 채썰거나 얇게 채썰어 초밥 재료로 준비합니다.
4. 김은 조금 미리 깨끗하게 구워줍니다.
5. 초밥용 단무지도 준비합니다.
6. 초밥용 밥 위에 김을 얹고, 밥 위에 생선, 해산물, 야채 등을 올립니다.
7. 와사비를 조금씩 밥 옆에 올립니다.
8. 마지막으로, 소맥을 조금 뿌려서 초밥을 간장 소스와 마요네즈로 감싸줍니다.
9. 초밥을 만들어낸 후, 초밥용 마요네즈, 간장, 와사비를 따로 제공하여 맛을 개인 취향에 맞게 조절할 수 있도록 합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/초밥/main.jpeg
라멘,"일식, 면",면,"1. 스톡을 준비할 때 다시마와 건멸치로 스톡을 직접 만들 수도 있고, 상용 라멘 스톡을 사용할 수도 있습니다.
2. 라멘이 들어가는 고기인 차슈는 주로 로스팅하거나 조리하여 사용하며, 닭가슴살은 삶아서 얇게 썬 다음 간장과 설탕으로 양념을 합니다.
3. 다른 추가 재료 (새우, 계란, 미역 등)을 다시마 스톡에 살짝 데치거나 조리합니다.
4. 면을 삶아서 익힙니다. 라멘 면은 물에 삶은 다음 찬물에 헹궈 끈끈함을 제거합니다.
5. 양념을 만듭니다. 간장, 소금, 설탕, 다진 마늘, 생강을 섞어서 라멘 스프의 맛을 조절합니다.
6. 그릇에 면을 담고, 라멘 스프를 붓습니다.
7. 라멘 스프 위에 고기와 추가 재료를 올립니다.
8. 참기름이나 고추기름을 추가하여 맛을 더합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/라멘/main.jpeg
나가사키짬뽕,"일식, 면",면,"1. 냄비에 식용유를 두르고 다진 마늘과 생강, 고기와 양파도 함께 넣어 볶아주세요.
2. 고기가 익으면 해산물을 넣고 볶아줍니다.
3. 면을 삶아서 물기를 제거한 후 냄비에 넣고 볶아줍니다.
4. 다시마 스톡을 냄비에 붓고, 라면 스프나 짬뽕 스프 봉지를 넣어 스프를 끓여줍니다.
5. 야채와 고추를 추가하고 라면 면과 함께 끓여주세요.
6. 스프의 맛을 확인하고 소금과 후추로 간을 맞춥니다.
7. 나가사키 짬뽕을 그릇에 담고, 특히 다양한 해산물과 야채로 장식합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/나가사키짬뽕/main.jpeg
오니기리,일식,쌀,"1. 밥을 적당한 양으로 준비하고, 원하는 재료(참치, 매실, 김치 등)를 소량 준비한다.
2. 손에 소금을 묻혀 두면서 밥을 한 움큼 잡아 오니기리 모양으로 모은다.
3. 밥의 중앙에 원하는 재료를 넣고 그 위에 다시 밥을 올려 모양을 만든다.
4. 김장김을 적당한 크기로 자른 후, 만든 오니기리에 감싸준다.
5. 이 과정을 원하는 수만큼 반복한다.
6. 완성.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/오니기리/main.jpeg
연어덮밥,일식,"생선, 쌀","1. 냄비에 간장, 설탕, 식초, 물을 섞어 소스를 만듭니다.
2. 별도의 팬에서 연어를 중약한 불에서 연어가 양면으로 고르게 익을 때까지 조리해주세요.
3. 밥을 그릇에 담고, 조리한 연어를 밥 위에 올립니다.
4. 만든 소스를 연어 위에 뿌립니다. 
5. 다진 녹색 양파나 대파를 연어덮밥 위에 장식합니다.
6. 깨를 손으로 뿌려 마무리합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/연어덮밥/main.jpeg
새우장덮밥,일식,"새우, 쌀","1. 간장, 설탕, 다진 마늘을 사용하여 새우를 조리하기 전에 15-20분 동안 마리네이드합니다.
2. 달군 팬에 식용유를 두르고 새우를 중약한 불에서 오렌지색으로 익을 때까지 약 2-3분씩 조리합니다.
3. 새우가 익으면 새우를 팬에서 꺼내서 따로 보관합니다.
4. 같은 팬에 다진 양파와 당근을 넣고 볶습니다.
5. 밥을 추가하고 모든 재료가 골고루 섞일 때까지 볶습니다.
6. 볶은 밥 위에 조리한 새우를 올립니다.
7. 대파를 고루 흩뿌리고 참기름과 깨를 추가하여 마무리합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/새우장덮밥/main.jpeg
메밀소바,"일식, 면",메밀,"1. 메밀 국수를 물에 담갔다가 흐르는 물에 여러 번 헹궈서 끓인 물에 3-5분 정도 삶고, 냉수에 헹궈 찬물에 식힙니다.
2. 식힌 메밀 국수를 그릇에 담고 간장소스를 곁들입니다. 
3. 메밀소바에 다양한 토핑을 올립니다.
4. 마지막으로 메밀소바 위에 다진 파나 대파, 계란 등을 골고루 뿌려 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/메밀소바/main.jpeg
돈카츠,일식,"돼지고기, 튀김","1. 돼지고기 또는 소고기를 얇게 채 썰고, 채썰린 고기를 연막지 등을 사용하여 부드럽게 두드리고 약간의 소금과 후추를 뿌려주세요.
2. 고기를 밀가루에 물들여서 흔들어서 덜어내고, 달걀을 풀어서 고기에 입히고, 빵가루를 밀가루로 입히고, 잘 묻여있도록 눌러주세요.
3. 팬에 식용유를 두르고 중불에서 고기를 부드럽게 익힙니다. 고기의 색깔이 골드 브라운이 될 때까지 튀겨주세요.
4. 돈카츠가 바삭하게 튀겨졌다면 종이 타올 등에 올려 기름을 빼줍니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/돈카츠/main.jpeg
야키니쿠,일식,"소고기, 돼지고기","1. 고기는 적절한 크기로 잘라서 꼬치에 꽂을 수 있게 하고, 야채도 적당한 크기로 잘라줍니다.
2. 꼬치에 고기와 야채를 꽂습니다.
3. 야키니쿠 소스를 미리 만들거나 구매합니다.
4. 바비큐 그릴이나 구이 팬에 고기가 완전히 익을 때까지 굽고, 중간 중간 야키니쿠 소스를 바르면 더 맛있어집니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/야키니쿠/main.jpeg
낫또,일식,콩,"1. 대두 콩을 미리 씻어서 6~8시간 동안 물에 불리고, 부풀어 오른 콩은 건져내고 물기를 털어줍니다.
2. 건조한 콩을 냄비에 넣고 쪽파나 설탕물로 으깨져서 만든 낫또 바이러스 주를 뿌립니다.
3. 뚜껑을 덮어두고 따뜻한 곳에서 24~48시간 동안 발효가 이루어지도록 합니다. 
4. 낫또가 발효되면 향과 맛이 특유한 것으로 바뀝니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/낫또/main.jpeg
볶음우동,"일식, 면",면,"1. 먼저 우동 면을 끓이기 위한 냄비에 물을 끓여서 우동 면을 삶고, 면이 삶아지면 물을 버리고 찬물에 헹궈서 물기를 뺍니다.
2. 대파를 어슷 썰고, 다른 채소와 닭고기, 소고기, 또는 새우도 잘게 썰어줍니다.
3. 팬에 식용유를 두르고 대파와 다른 채소를 볶아주세요.
4. 채소가 부드러워졌다면 닭고기, 소고기, 또는 새우를 넣고 함께 볶아주세요.
5. 볶은 채소와 고기 위에 삶은 우동 면을 올려주세요.
6. 볶음우동 소스를 만들기 위해 소금, 후추, 간장, 설탕을 사용해서 간단한 소스를 만들고 볶음우동에 뿌려주세요.
7 모든 재료가 고루 섞이면 볶음우동이 완성됩니다. ",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/볶음우동/main.jpeg
카레우동,"일식, 면","카레, 면","카레 가루를 냄비에 넣고 물을 조금씩 넣어가며 소스가 끓을 때까지 저어가며 끓입니다.
별도의 팬에 식용유를 두르고 다진 양파와 다진 당근을 볶아주세요.
채소가 부드러워지면 닭고기, 소고기, 또는 새우를 넣고 함께 볶아주세요.
카레 소스와 볶은 채소와 고기를 섞어주세요.
우동 면을 삶아주세요. 면이 삶아지면 물을 버리고 찬물에 헹궈서 물기를 뺍니다.
우동 면을 그릇에 담고, 카레 소스와 채소, 고기를 올려 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/카레우동/main.jpeg
가츠동,일식,"돼지고기, 튀김, 쌀","1. 먼저 돈가스는 고기가 익을 때까지 식용유에 튀기고, 종이 타올에 놓고 기름을 빼줍니다.
2. 팬에 다진 양파, 다진 대파, 다진 마늘을 식용유와 함께 볶아주세요. 
3. 볶은 양파에 일본식 간장을 넣고 설탕을 조금 넣어서 뿌듯떨어지도록 볶아주세요.
4. 볶은 양파와 간장 소스에 물을 넣고 센 불로 끓이고, 다음에 다진 생강을 넣고 섞어주세요.
5. 소스가 끓으면 튀긴 돈가스를 넣어줍니다.
6. 계란을 풀어서 가장자리에 부드럽게 부어줍니다.
7. 밥을 그릇에 담고, 돈가스와 계란 소스를 올려주세요.
8. 최종적으로 다진 대파나 후추로 간을 맞추고, 곁들여 먹으면 됩니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/가츠동/main.jpeg
규동,일식,"쇠고기, 채소, 쌀","1. 양파를 얇게 슬라이스해주세요.
2. 팬에 식용유를 두르고 중불에서 양파를 볶아주세요.
3. 양파가 투명해졌다면 양파 위에 소고기를 넣고 볶고, 소고기가 살짝 익었을 때 일본식 간장을 넣고 설탕과 미림을 추가합니다. 
4. 모든 재료를 섞은 후 물을 적당히 넣어 소스가 생기도록 합니다.
5. 끓인 소스가 더 뿌듯떨어질 때까지 중불에서 끓여줍니다. 
6. 규동을 만들기 위한 밥을 그릇에 담고, 그 위에 소스와 소고기를 올려주세요.
7. 계란을 풀어서 가장자리에 부드럽게 부어줄 수도 있습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/규동/main.jpeg
